Salon,Gender,Price
Beacon Hill Salon,Male,48.44
South End Studio,Male,37.52
Newbury Street Salon,Female,43.76
South End Studio,Male,43.47
Harvard Sq Hair,Female,35.99
Harvard Sq Hair,Male,20.11
Harvard Sq Hair,Male,19.21
Fenway Barbers,Male,28.79
Downtown Cuts,Female,27.95
Fenway Barbers,Male,27.83
SuperCuts,Female,71.8
Downtown Cuts,Female,26.05
Downtown Cuts,Male,23.34
Harvard Sq Hair,Male,20.55
Newbury Street Salon,Female,48.17
Seaport Studio,Male,42.12
Harvard Sq Hair,Female,32.45
Downtown Cuts,Male,22.0
Tremont Barber,Female,62.32
Chinatown Barber,Male,43.64
The Cut,Male,55.11
Floyd's 99,Female,41.37
Campus Cuts,Female,35.99
Sola Salon,Male,40.06
Boston Barber,Female,42.25
Sola Salon,Female,44.96
Tremont Barber,Female,58.68
Northeastern Salon,Male,59.68
Back Bay Hair,Female,57.82
SuperCuts,Female,70.77
Downtown Cuts,Male,21.78
Floyd's 99,Female,39.69
Back Bay Hair,Female,60.17
Fenway Barbers,Male,30.33
Northeastern Salon,Male,60.34
Roxbury Cuts,Female,69.36
Boston Barber,Male,32.43
Northeastern Salon,Male,60.41
SuperCuts,Female,67.32
Newbury Street Salon,Female,48.46
Harvard Sq Hair,Female,27.98
The Cut,Female,63.19
Campus Cuts,Male,29.53
Chinatown Barber,Female,48.26
Beacon Hill Salon,Male,52.13
The Cut,Female,65.79
Northeastern Salon,Male,58.45
Beacon Hill Salon,Female,50.75
Northeastern Salon,Female,57.82
Great Clips,Female,31.12
Downtown Cuts,Female,26.77
Great Clips,Female,26.11
Boston Barber,Male,33.42
The Cut,Female,62.47
Back Bay Hair,Male,42.6
SuperCuts,Male,57.1
South End Studio,Male,40.35
Sola Salon,Male,41.07
Harvard Sq Hair,Female,33.81
Harvard Sq Hair,Female,30.19
Floyd's 99,Female,39.83
Floyd's 99,Male,34.25
Roxbury Cuts,Female,67.79
Seaport Studio,Male,43.99
Downtown Cuts,Female,24.05
Harvard Sq Hair,Female,31.47
Northeastern Salon,Male,60.0
Campus Cuts,Female,35.09
Great Clips,Male,26.79
South End Studio,Male,42.23
Floyd's 99,Female,41.21
Boston Barber,Female,43.33
Cambridge Cuts,Female,56.23
Sola Salon,Female,45.65
Floyd's 99,Male,35.46
Great Clips,Male,27.27
SuperCuts,Male,58.9
Fenway Barbers,Male,29.48
Downtown Cuts,Female,25.99
The Cut,Male,56.9
Sola Salon,Male,39.86
Harvard Sq Hair,Female,30.77
Sola Salon,Female,44.2
Floyd's 99,Female,40.67
South End Studio,Female,40.24
Northeastern Salon,Male,60.43
SuperCuts,Male,57.18
Northeastern Salon,Male,59.29
SuperCuts,Male,58.04
Downtown Cuts,Female,21.07
Back Bay Hair,Male,41.23
SuperCuts,Male,58.4
SuperCuts,Female,69.79
Beacon Hill Salon,Female,49.4
Seaport Studio,Male,40.14
Downtown Cuts,Male,22.8
Tremont Barber,Female,61.93
Chinatown Barber,Male,41.65
Cambridge Cuts,Female,49.19
Roxbury Cuts,Female,67.52
South End Studio,Female,40.29
Campus Cuts,Female,33.49
Tremont Barber,Male,52.02
Harvard Sq Hair,Female,35.3
Beacon Hill Salon,Male,50.63
Tremont Barber,Female,62.44
Campus Cuts,Male,30.06
Cambridge Cuts,Male,44.4
Fenway Barbers,Female,33.91
South End Studio,Female,45.2
Great Clips,Female,26.79
Northeastern Salon,Male,62.88
Boston Barber,Male,37.06
South End Studio,Male,43.08
Sola Salon,Female,43.99
South End Studio,Male,39.81
Great Clips,Male,27.59
SuperCuts,Female,67.52
Great Clips,Male,26.86
The Cut,Male,60.38
Campus Cuts,Male,28.05
Newbury Street Salon,Female,48.07
Tremont Barber,Female,60.44
Downtown Cuts,Male,19.32
Boston Barber,Female,47.12
Campus Cuts,Male,26.59
Northeastern Salon,Female,62.67
Seaport Studio,Male,44.2
SuperCuts,Female,71.72
South End Studio,Female,39.11
Cambridge Cuts,Male,46.26
South End Studio,Male,41.82
Downtown Cuts,Male,22.86
Tremont Barber,Male,52.07
Sola Salon,Male,41.32
Downtown Cuts,Male,18.79
Great Clips,Male,27.49
Beacon Hill Salon,Male,44.58
Roxbury Cuts,Female,66.17
Downtown Cuts,Female,25.5
Fenway Barbers,Female,34.22
Roxbury Cuts,Male,55.04
Great Clips,Male,26.4
Harvard Sq Hair,Female,30.74
Chinatown Barber,Male,40.25
Tremont Barber,Male,54.64
Boston Barber,Male,32.69
SuperCuts,Female,66.6
Great Clips,Male,27.72
South End Studio,Male,39.18
Campus Cuts,Male,30.7
Campus Cuts,Female,34.3
Boston Barber,Female,45.96
Harvard Sq Hair,Male,22.55
Boston Barber,Male,33.85
Cambridge Cuts,Male,43.39
Cambridge Cuts,Male,42.54
South End Studio,Male,42.43
Northeastern Salon,Female,59.9
The Cut,Male,60.01
SuperCuts,Male,58.08
Cambridge Cuts,Male,45.18
Northeastern Salon,Female,58.7
Chinatown Barber,Female,50.12
Newbury Street Salon,Male,47.65
Northeastern Salon,Male,53.2
Newbury Street Salon,Male,48.86
Chinatown Barber,Female,49.59
Floyd's 99,Male,37.2
Back Bay Hair,Male,42.97
Roxbury Cuts,Female,67.33
SuperCuts,Female,65.87
Floyd's 99,Female,40.32
Back Bay Hair,Female,58.98
South End Studio,Male,42.13
Chinatown Barber,Female,47.98
Roxbury Cuts,Female,68.49
Boston Barber,Female,42.64
Beacon Hill Salon,Female,54.78
Chinatown Barber,Female,48.56
Boston Barber,Female,46.49
Northeastern Salon,Female,63.46
Floyd's 99,Female,40.0
Floyd's 99,Female,36.91
Roxbury Cuts,Female,63.67
SuperCuts,Female,65.01
Beacon Hill Salon,Female,52.06
The Cut,Male,56.99
The Cut,Female,64.06
Beacon Hill Salon,Female,50.72
Great Clips,Female,31.42
Northeastern Salon,Male,57.81
SuperCuts,Male,64.48
Cambridge Cuts,Male,44.79
Sola Salon,Female,41.35
Tremont Barber,Male,53.08
Back Bay Hair,Female,58.89
Newbury Street Salon,Male,46.17
Roxbury Cuts,Female,69.95
South End Studio,Female,42.74
Great Clips,Male,26.96
Roxbury Cuts,Male,58.52
South End Studio,Male,41.19
Northeastern Salon,Female,56.93
South End Studio,Female,41.78
Tremont Barber,Female,62.34
Campus Cuts,Male,29.05
Sola Salon,Male,42.35
Back Bay Hair,Male,42.61
SuperCuts,Male,55.53
Chinatown Barber,Male,40.95
South End Studio,Male,42.12
The Cut,Male,56.67
South End Studio,Male,38.95
The Cut,Female,62.36
South End Studio,Female,37.83
Downtown Cuts,Male,20.88
Back Bay Hair,Female,57.89
Sola Salon,Female,44.96
Chinatown Barber,Female,46.28
Tremont Barber,Male,56.81
Floyd's 99,Male,37.73
Great Clips,Male,23.73
Boston Barber,Male,35.94
Cambridge Cuts,Male,42.78
Northeastern Salon,Male,58.42
Fenway Barbers,Male,27.62
Downtown Cuts,Male,19.81
Great Clips,Male,28.73
Chinatown Barber,Male,39.61
Seaport Studio,Male,44.02
Tremont Barber,Female,61.03
Northeastern Salon,Male,63.4
Floyd's 99,Male,37.29
Sola Salon,Male,35.52
Beacon Hill Salon,Female,49.01
Newbury Street Salon,Female,47.27
Northeastern Salon,Female,60.71
Northeastern Salon,Male,59.15
Great Clips,Female,29.05
Fenway Barbers,Male,26.29
SuperCuts,Male,58.4
Back Bay Hair,Male,42.59
Harvard Sq Hair,Female,29.56
Boston Barber,Male,30.45
Seaport Studio,Male,42.99
The Cut,Female,62.32
Great Clips,Male,28.07
Harvard Sq Hair,Male,20.33
South End Studio,Female,44.47
SuperCuts,Female,66.88
Cambridge Cuts,Male,43.59
Cambridge Cuts,Female,56.1
Beacon Hill Salon,Male,49.64
Campus Cuts,Male,28.64
Cambridge Cuts,Female,49.24
Fenway Barbers,Female,31.41
Northeastern Salon,Male,59.87
Chinatown Barber,Female,48.8
Back Bay Hair,Female,57.49
South End Studio,Male,42.41
Seaport Studio,Female,47.76
Back Bay Hair,Female,58.41
Beacon Hill Salon,Female,49.46
Back Bay Hair,Female,57.96
Beacon Hill Salon,Female,47.14
Chinatown Barber,Male,41.81
Newbury Street Salon,Female,47.85
SuperCuts,Female,68.96
Campus Cuts,Male,28.25
The Cut,Male,61.76
Chinatown Barber,Female,49.44
Chinatown Barber,Female,49.37
Floyd's 99,Male,38.24
Chinatown Barber,Female,49.03
Northeastern Salon,Male,59.87
SuperCuts,Male,55.66
Fenway Barbers,Male,27.52
Sola Salon,Male,39.21
Fenway Barbers,Female,36.16
The Cut,Female,64.81
Harvard Sq Hair,Female,29.24
Floyd's 99,Female,42.14
Northeastern Salon,Male,58.39
SuperCuts,Male,55.04
Great Clips,Female,27.52
Boston Barber,Male,32.45
South End Studio,Male,39.26
Sola Salon,Male,37.57
Sola Salon,Male,42.28
Chinatown Barber,Female,47.08
Floyd's 99,Male,39.22
Beacon Hill Salon,Female,43.36
Sola Salon,Male,37.38
Newbury Street Salon,Male,46.86
Chinatown Barber,Male,43.41
Newbury Street Salon,Male,48.92
Boston Barber,Female,47.48
Tremont Barber,Male,54.48
Great Clips,Male,24.4
South End Studio,Female,41.39
The Cut,Male,57.53
Harvard Sq Hair,Male,21.79
Campus Cuts,Female,37.48
Boston Barber,Female,42.73
Harvard Sq Hair,Male,22.8
Beacon Hill Salon,Female,46.92
Great Clips,Male,26.97
Fenway Barbers,Male,31.35
Beacon Hill Salon,Male,48.0
Sola Salon,Female,40.17
Back Bay Hair,Male,44.95
Seaport Studio,Male,39.75
Fenway Barbers,Male,28.6
Tremont Barber,Male,53.9
Campus Cuts,Male,27.81
Chinatown Barber,Female,49.45
Back Bay Hair,Male,43.61
Downtown Cuts,Female,21.06
Roxbury Cuts,Female,66.32
The Cut,Female,67.32
Boston Barber,Male,30.28
Northeastern Salon,Female,57.55
Chinatown Barber,Male,45.9
Sola Salon,Female,46.49
Boston Barber,Female,44.54
Northeastern Salon,Female,60.92
The Cut,Male,57.92
Tremont Barber,Male,51.53
SuperCuts,Male,54.81
Beacon Hill Salon,Male,48.73
SuperCuts,Male,61.22
South End Studio,Male,42.16
Seaport Studio,Male,45.1
Harvard Sq Hair,Male,23.93
Campus Cuts,Male,33.18
Northeastern Salon,Male,57.4
Floyd's 99,Female,40.58
Roxbury Cuts,Male,55.79
Cambridge Cuts,Female,54.0
Sola Salon,Male,36.61
The Cut,Male,60.01
Beacon Hill Salon,Male,52.92
Campus Cuts,Male,31.68
Downtown Cuts,Male,18.55
Beacon Hill Salon,Male,51.6
Harvard Sq Hair,Male,26.07
Floyd's 99,Female,40.72
Seaport Studio,Female,48.96
Roxbury Cuts,Male,59.92
Great Clips,Female,26.19
Beacon Hill Salon,Female,49.17
Sola Salon,Male,39.6
Boston Barber,Male,33.31
Seaport Studio,Male,44.62
Harvard Sq Hair,Female,33.8
Sola Salon,Male,39.34
Roxbury Cuts,Female,70.17
Fenway Barbers,Male,29.52
Back Bay Hair,Male,44.93
Campus Cuts,Female,33.49
Newbury Street Salon,Female,46.19
Campus Cuts,Female,33.26
Great Clips,Male,25.64
Chinatown Barber,Female,46.21
Seaport Studio,Male,45.15
Downtown Cuts,Female,23.58
Roxbury Cuts,Female,65.26
Roxbury Cuts,Male,57.55
Newbury Street Salon,Male,46.72
Cambridge Cuts,Female,52.34
Tremont Barber,Female,62.22
Back Bay Hair,Female,55.74
Tremont Barber,Male,56.68
Fenway Barbers,Female,31.43
Fenway Barbers,Male,27.6
Campus Cuts,Female,33.39
Roxbury Cuts,Male,58.38
Back Bay Hair,Male,40.92
Chinatown Barber,Male,45.25
Fenway Barbers,Male,30.36
Cambridge Cuts,Male,42.53
Chinatown Barber,Female,47.2
Tremont Barber,Male,56.86
Downtown Cuts,Male,20.14
Sola Salon,Male,43.62
Boston Barber,Male,33.71
Tremont Barber,Male,54.67
Northeastern Salon,Female,55.69
Great Clips,Male,24.93
Floyd's 99,Male,37.64
Harvard Sq Hair,Male,19.97
Sola Salon,Female,43.97
Downtown Cuts,Female,23.31
Downtown Cuts,Female,20.53
Newbury Street Salon,Male,51.8
Newbury Street Salon,Male,45.56
Newbury Street Salon,Female,46.11
Harvard Sq Hair,Female,31.51
Downtown Cuts,Female,19.4
Campus Cuts,Female,35.63
South End Studio,Male,39.64
SuperCuts,Male,62.2
The Cut,Female,60.23
Seaport Studio,Female,47.49
SuperCuts,Female,65.33
Seaport Studio,Female,45.47
Great Clips,Female,27.88
Chinatown Barber,Female,48.59
Fenway Barbers,Male,29.23
Cambridge Cuts,Female,55.39
Campus Cuts,Female,33.32
Beacon Hill Salon,Female,51.64
Seaport Studio,Male,43.85
Campus Cuts,Female,34.27
Campus Cuts,Female,36.01
Newbury Street Salon,Female,47.84
Sola Salon,Male,40.61
Great Clips,Male,27.09
Fenway Barbers,Female,34.07
Fenway Barbers,Male,31.93
The Cut,Female,65.71
Downtown Cuts,Male,20.53
Beacon Hill Salon,Female,50.1
Great Clips,Female,26.99
Newbury Street Salon,Female,51.76
The Cut,Male,59.47
Beacon Hill Salon,Female,52.63
Downtown Cuts,Male,24.07
Back Bay Hair,Male,44.43
The Cut,Male,59.57
Harvard Sq Hair,Male,20.2
Seaport Studio,Male,41.66
Tremont Barber,Male,52.68
Floyd's 99,Male,38.07
Fenway Barbers,Male,31.47
The Cut,Male,56.59
Downtown Cuts,Female,24.73
South End Studio,Female,38.64
South End Studio,Male,42.99
The Cut,Male,59.31
Northeastern Salon,Female,58.72
Sola Salon,Female,42.87
Newbury Street Salon,Male,47.26
Fenway Barbers,Female,34.06
Sola Salon,Male,38.67
Tremont Barber,Male,53.37
Beacon Hill Salon,Female,48.45
Harvard Sq Hair,Female,32.62
Newbury Street Salon,Male,48.33
Northeastern Salon,Male,57.0
Fenway Barbers,Male,29.04
Harvard Sq Hair,Female,32.56
Sola Salon,Female,40.09
Great Clips,Female,27.95
Chinatown Barber,Female,46.44
Newbury Street Salon,Male,51.81
Boston Barber,Male,33.03
Sola Salon,Male,39.78
Chinatown Barber,Female,47.07
Roxbury Cuts,Female,69.13
Back Bay Hair,Male,41.48
Back Bay Hair,Male,44.54
Tremont Barber,Female,60.98
Tremont Barber,Male,57.61
Floyd's 99,Female,36.84
Cambridge Cuts,Male,43.29
Campus Cuts,Female,33.59
South End Studio,Female,35.59
Campus Cuts,Male,30.68
SuperCuts,Female,67.26
Chinatown Barber,Male,44.61
Seaport Studio,Male,42.32
Northeastern Salon,Female,58.92
Fenway Barbers,Female,32.1
Sola Salon,Male,40.4
Tremont Barber,Female,63.08
Newbury Street Salon,Female,50.51
Campus Cuts,Male,28.63
Harvard Sq Hair,Male,23.64
Tremont Barber,Male,53.94
Beacon Hill Salon,Female,48.02
Beacon Hill Salon,Male,49.1
Northeastern Salon,Female,59.02
Chinatown Barber,Male,39.84
Tremont Barber,Male,53.36
Roxbury Cuts,Male,55.94
Campus Cuts,Female,32.89
Sola Salon,Female,45.29
Tremont Barber,Male,52.84
Great Clips,Female,30.33
The Cut,Male,57.52
Cambridge Cuts,Male,45.84
Great Clips,Female,26.32
Seaport Studio,Male,45.95
Seaport Studio,Female,47.61
Tremont Barber,Male,54.73
SuperCuts,Male,55.36
South End Studio,Male,42.24
Newbury Street Salon,Female,48.77
Cambridge Cuts,Female,50.24
The Cut,Male,58.44
Seaport Studio,Male,41.7
South End Studio,Female,41.09
South End Studio,Female,43.92
The Cut,Male,59.8
Downtown Cuts,Female,22.58
Roxbury Cuts,Male,56.83
Harvard Sq Hair,Female,28.32
Fenway Barbers,Male,32.66
Boston Barber,Male,35.04
Northeastern Salon,Female,53.65
Beacon Hill Salon,Male,48.1
Tremont Barber,Female,61.3
Northeastern Salon,Male,60.19
Northeastern Salon,Female,58.92
Beacon Hill Salon,Male,50.84
Great Clips,Female,28.37
Back Bay Hair,Male,43.69
Sola Salon,Male,38.77
Fenway Barbers,Male,32.18
Floyd's 99,Male,42.73
Roxbury Cuts,Female,62.24
SuperCuts,Female,68.39
Beacon Hill Salon,Female,47.69
Roxbury Cuts,Male,52.9
Back Bay Hair,Female,58.03
Sola Salon,Female,42.61
Cambridge Cuts,Female,52.21
Beacon Hill Salon,Male,47.48
Sola Salon,Male,38.48
Seaport Studio,Male,42.21
Back Bay Hair,Male,41.37
Roxbury Cuts,Male,53.81
Harvard Sq Hair,Female,28.66
Tremont Barber,Female,60.6
SuperCuts,Female,66.38
Harvard Sq Hair,Female,30.12
Downtown Cuts,Male,21.75
Harvard Sq Hair,Male,22.42
Boston Barber,Female,43.78
Northeastern Salon,Male,59.6
Back Bay Hair,Male,46.36
Floyd's 99,Male,39.03
Harvard Sq Hair,Female,33.88
SuperCuts,Female,70.35
Floyd's 99,Male,37.54
Campus Cuts,Female,30.08
Harvard Sq Hair,Female,33.87
Floyd's 99,Female,41.55
Sola Salon,Male,38.69
Roxbury Cuts,Male,55.9
Back Bay Hair,Male,43.43
SuperCuts,Female,67.9
Newbury Street Salon,Female,45.83
SuperCuts,Male,57.56
Boston Barber,Female,48.26
South End Studio,Female,43.12
The Cut,Male,57.38
Downtown Cuts,Male,19.31
Beacon Hill Salon,Female,51.27
Floyd's 99,Male,37.7
Tremont Barber,Female,59.0
Boston Barber,Female,38.82
Harvard Sq Hair,Male,21.92
Sola Salon,Female,41.49
Floyd's 99,Female,43.84
Great Clips,Male,26.76
Back Bay Hair,Male,44.87
Fenway Barbers,Male,30.57
Cambridge Cuts,Female,55.08
The Cut,Female,64.06
Seaport Studio,Female,48.67
Roxbury Cuts,Male,52.01
Cambridge Cuts,Male,41.38
Harvard Sq Hair,Male,21.55
Northeastern Salon,Male,56.91
Cambridge Cuts,Female,56.57
Tremont Barber,Female,60.29
Campus Cuts,Male,28.64
Roxbury Cuts,Male,55.66
Fenway Barbers,Female,34.88
Sola Salon,Male,36.58
South End Studio,Male,40.21
Great Clips,Male,28.32
The Cut,Male,57.15
Chinatown Barber,Female,46.99
Chinatown Barber,Male,42.64
Boston Barber,Male,33.28
Newbury Street Salon,Male,48.6
Campus Cuts,Male,26.18
Boston Barber,Female,44.76
Great Clips,Female,27.48
Seaport Studio,Male,43.81
SuperCuts,Male,55.52
Harvard Sq Hair,Female,28.6
Fenway Barbers,Female,28.56
Harvard Sq Hair,Male,19.66
Campus Cuts,Female,36.74
Harvard Sq Hair,Male,22.65
SuperCuts,Female,67.5
Back Bay Hair,Female,56.26
Tremont Barber,Female,60.02
Beacon Hill Salon,Female,46.33
Roxbury Cuts,Female,63.95
Floyd's 99,Female,41.43
Beacon Hill Salon,Female,46.8
SuperCuts,Female,69.37
Northeastern Salon,Female,59.48
Beacon Hill Salon,Female,51.68
Harvard Sq Hair,Male,24.34
Northeastern Salon,Female,59.74
Sola Salon,Female,44.53
Newbury Street Salon,Female,44.59
Sola Salon,Female,44.52
Tremont Barber,Male,54.03
Seaport Studio,Female,45.15
Cambridge Cuts,Female,52.09
Newbury Street Salon,Male,51.38
South End Studio,Female,36.35
Northeastern Salon,Female,55.07
Roxbury Cuts,Male,54.04
Back Bay Hair,Female,60.53
Harvard Sq Hair,Male,23.0
Chinatown Barber,Female,53.92
Boston Barber,Male,35.6
South End Studio,Male,41.88
Beacon Hill Salon,Male,47.5
Roxbury Cuts,Male,56.03
Harvard Sq Hair,Male,22.92
Chinatown Barber,Female,51.62
Sola Salon,Male,37.97
Newbury Street Salon,Male,51.74
Tremont Barber,Female,58.3
Fenway Barbers,Female,33.89
Tremont Barber,Female,60.2
Roxbury Cuts,Female,68.48
Fenway Barbers,Female,33.25
The Cut,Male,60.54
Northeastern Salon,Male,60.52
Harvard Sq Hair,Female,32.3
Newbury Street Salon,Female,47.41
Newbury Street Salon,Female,49.04
Beacon Hill Salon,Female,50.42
Floyd's 99,Male,40.31
Tremont Barber,Male,57.1
Tremont Barber,Female,58.67
Roxbury Cuts,Female,70.11
Seaport Studio,Male,43.73
Back Bay Hair,Female,56.17
Roxbury Cuts,Female,66.68
Newbury Street Salon,Male,44.38
Seaport Studio,Female,44.62
Boston Barber,Male,32.83
Cambridge Cuts,Female,54.54
Tremont Barber,Female,58.24
Roxbury Cuts,Female,67.46
Sola Salon,Female,42.32
Downtown Cuts,Female,23.12
Boston Barber,Female,46.12
The Cut,Female,61.93
Floyd's 99,Male,41.12
Roxbury Cuts,Female,65.59
Sola Salon,Male,40.3
Cambridge Cuts,Male,41.94
Floyd's 99,Male,36.58
Tremont Barber,Female,58.63
Fenway Barbers,Female,35.33
Roxbury Cuts,Female,69.14
Beacon Hill Salon,Male,46.43
Back Bay Hair,Male,45.5
Boston Barber,Female,43.94
Sola Salon,Female,43.01
South End Studio,Female,44.43
Newbury Street Salon,Female,45.84
Beacon Hill Salon,Female,49.04
Back Bay Hair,Female,57.49
Cambridge Cuts,Female,52.98
Roxbury Cuts,Female,67.24
Newbury Street Salon,Female,44.98
South End Studio,Male,39.45
Cambridge Cuts,Female,53.4
Tremont Barber,Male,53.99
Harvard Sq Hair,Female,31.5
Floyd's 99,Female,36.86
The Cut,Female,62.52
Back Bay Hair,Male,41.26
Seaport Studio,Female,49.41
Northeastern Salon,Male,56.07
Beacon Hill Salon,Female,47.66
The Cut,Female,64.34
Northeastern Salon,Male,61.25
Back Bay Hair,Female,55.76
Northeastern Salon,Female,61.37
Great Clips,Female,26.61
Fenway Barbers,Female,32.53
Fenway Barbers,Male,29.1
Downtown Cuts,Male,27.83
Tremont Barber,Female,59.42
Beacon Hill Salon,Male,48.24
Cambridge Cuts,Male,39.86
Back Bay Hair,Female,56.45
Cambridge Cuts,Male,41.56
Boston Barber,Female,47.42
Chinatown Barber,Male,41.12
Chinatown Barber,Male,44.47
Floyd's 99,Male,35.66
Harvard Sq Hair,Female,32.41
Harvard Sq Hair,Male,22.82
Northeastern Salon,Female,58.15
SuperCuts,Male,59.99
The Cut,Female,61.84
Tremont Barber,Male,53.74
Great Clips,Female,26.4
Newbury Street Salon,Male,47.99
Floyd's 99,Female,40.8
Campus Cuts,Male,31.57
Tremont Barber,Male,51.44
Newbury Street Salon,Male,49.01
Cambridge Cuts,Female,48.6
Back Bay Hair,Female,57.58
Newbury Street Salon,Male,48.06
Back Bay Hair,Female,56.38
Back Bay Hair,Female,57.81
Downtown Cuts,Male,21.14
Northeastern Salon,Male,59.66
Tremont Barber,Female,60.24
South End Studio,Male,41.26
The Cut,Male,61.24
The Cut,Male,61.27
Seaport Studio,Female,51.23
The Cut,Male,56.87
The Cut,Female,63.74
Back Bay Hair,Male,41.13
Back Bay Hair,Female,59.63
Great Clips,Female,25.63
Boston Barber,Female,43.6
Beacon Hill Salon,Female,49.87
Sola Salon,Male,40.06
SuperCuts,Female,68.55
Newbury Street Salon,Male,48.88
Newbury Street Salon,Female,48.64
Sola Salon,Female,46.1
Harvard Sq Hair,Male,22.65
Campus Cuts,Male,30.06
Downtown Cuts,Male,20.48
Campus Cuts,Male,29.39
Downtown Cuts,Female,21.42
Harvard Sq Hair,Male,19.03
SuperCuts,Male,56.66
Tremont Barber,Female,62.73
Back Bay Hair,Female,59.12
Northeastern Salon,Male,60.54
Fenway Barbers,Male,31.46
Tremont Barber,Female,61.69
Chinatown Barber,Male,44.02
Downtown Cuts,Male,19.44
Great Clips,Male,25.7
South End Studio,Male,38.47
Downtown Cuts,Female,24.11
Northeastern Salon,Female,62.54
Harvard Sq Hair,Female,32.4
The Cut,Male,53.22
Campus Cuts,Male,31.57
Sola Salon,Male,44.08
SuperCuts,Male,56.93
Cambridge Cuts,Male,44.15
Cambridge Cuts,Male,45.67
Fenway Barbers,Male,29.48
Great Clips,Female,27.4
Beacon Hill Salon,Female,49.04
The Cut,Female,65.17
Floyd's 99,Female,36.26
Beacon Hill Salon,Male,47.17
Roxbury Cuts,Female,65.86
Downtown Cuts,Female,24.64
Northeastern Salon,Female,58.07
Back Bay Hair,Male,41.24
Chinatown Barber,Female,51.57
Great Clips,Female,25.19
Newbury Street Salon,Female,48.39
Chinatown Barber,Female,50.62
Cambridge Cuts,Female,54.18
Chinatown Barber,Female,48.2
The Cut,Male,56.69
Floyd's 99,Male,36.78
South End Studio,Female,41.85
Northeastern Salon,Female,58.16
Harvard Sq Hair,Male,21.06
Beacon Hill Salon,Female,52.06
Floyd's 99,Female,41.37
SuperCuts,Male,59.48
Northeastern Salon,Male,60.58
Boston Barber,Male,35.32
Harvard Sq Hair,Female,33.5
Sola Salon,Female,46.81
Beacon Hill Salon,Male,48.23
Fenway Barbers,Female,32.8
Back Bay Hair,Male,41.74
Great Clips,Female,24.95
The Cut,Female,61.95
Downtown Cuts,Male,18.81
SuperCuts,Female,69.46
Chinatown Barber,Male,41.14
Tremont Barber,Male,57.04
Tremont Barber,Male,59.04
Back Bay Hair,Male,46.18
Northeastern Salon,Female,58.15
SuperCuts,Female,67.82
Roxbury Cuts,Male,57.99
Downtown Cuts,Female,24.28
Roxbury Cuts,Female,70.35
Cambridge Cuts,Female,56.96
Chinatown Barber,Female,49.28
Chinatown Barber,Female,45.42
Sola Salon,Female,43.19
Chinatown Barber,Male,41.82
Campus Cuts,Male,33.11
Newbury Street Salon,Female,46.8
Newbury Street Salon,Female,49.09
Roxbury Cuts,Male,54.22
Fenway Barbers,Male,32.07
Sola Salon,Male,37.92
Campus Cuts,Female,38.38
Chinatown Barber,Female,46.74
Boston Barber,Male,36.57
Fenway Barbers,Male,25.79
Northeastern Salon,Male,59.97
Great Clips,Male,26.08
Seaport Studio,Male,42.88
Sola Salon,Female,42.76
Beacon Hill Salon,Female,47.61
Back Bay Hair,Male,41.98
Campus Cuts,Female,34.85
Downtown Cuts,Female,26.11
Beacon Hill Salon,Male,50.93
Sola Salon,Male,41.44
Harvard Sq Hair,Male,25.64
Great Clips,Female,27.07
Downtown Cuts,Male,23.14
Cambridge Cuts,Female,53.87
Boston Barber,Female,44.41
Sola Salon,Female,43.35
South End Studio,Female,40.87
Boston Barber,Male,35.54
Tremont Barber,Female,58.65
Fenway Barbers,Male,26.91
Great Clips,Female,25.41
Seaport Studio,Male,50.11
Tremont Barber,Male,55.49
Campus Cuts,Male,27.89
South End Studio,Male,40.87
Fenway Barbers,Female,32.84
Seaport Studio,Female,47.96
Tremont Barber,Female,57.72
Cambridge Cuts,Female,53.09
Cambridge Cuts,Male,41.75
Back Bay Hair,Female,55.04
Harvard Sq Hair,Female,33.24
Roxbury Cuts,Female,65.85
Beacon Hill Salon,Male,48.09
Harvard Sq Hair,Male,22.68
Boston Barber,Female,46.3
Beacon Hill Salon,Male,49.99
South End Studio,Male,40.81
Chinatown Barber,Female,48.47
Back Bay Hair,Male,40.45
Cambridge Cuts,Male,44.45
Campus Cuts,Female,35.71
Harvard Sq Hair,Female,28.38
The Cut,Female,64.27
South End Studio,Female,40.76
South End Studio,Female,41.85
Great Clips,Female,29.02
Fenway Barbers,Male,30.13
Cambridge Cuts,Male,39.95
Chinatown Barber,Male,44.24
Sola Salon,Male,40.18
The Cut,Female,61.27
SuperCuts,Female,68.17
SuperCuts,Male,56.37
Sola Salon,Female,41.53
Newbury Street Salon,Female,47.49
Great Clips,Female,28.88
Sola Salon,Female,44.91
Fenway Barbers,Female,36.51
Seaport Studio,Female,45.43
South End Studio,Female,39.52
Sola Salon,Female,42.42
South End Studio,Female,40.86
Beacon Hill Salon,Male,46.67
SuperCuts,Male,54.98
Sola Salon,Male,38.39
The Cut,Female,64.1
The Cut,Female,65.6
Campus Cuts,Female,32.9
Boston Barber,Female,45.21
SuperCuts,Male,55.1
South End Studio,Male,40.37
SuperCuts,Female,66.41
Campus Cuts,Female,32.53
Downtown Cuts,Female,24.66
Floyd's 99,Male,41.59
Beacon Hill Salon,Female,49.8
Harvard Sq Hair,Female,33.14
South End Studio,Male,42.19
Back Bay Hair,Female,56.78
Seaport Studio,Male,42.63
Cambridge Cuts,Male,42.25
Downtown Cuts,Male,22.4
