id,initials,category,birth_year,death_year,death_age,gender
4643,PTR,Control,1943,1992,49.0,Male
4644,XYZ,Control,1887,1993,106.0,Male
4645,JFK,Control,1933,1990,57.0,Male
4646,ABC,Control,1936,1984,48.0,Male
4647,ABC,Control,1932,1975,43.0,Male
4648,PTR,Control,1899,1983,84.0,Male
4649,PTR,Control,1943,1989,46.0,Male
4650,JFK,Control,1891,1993,102.0,Male
4651,PTR,Control,1877,1988,111.0,Male
4652,PTR,Control,1934,1994,60.0,Male
4653,ABC,Control,1918,1979,61.0,Male
4654,JFK,Control,1942,1990,48.0,Male
4655,PTR,Control,1911,1989,78.0,Male
4656,JFK,Control,1891,1969,78.0,Male
4657,XYZ,Control,1941,1973,32.0,Male
4658,ABC,Control,1923,1981,58.0,Male
4659,ABC,Control,1893,1989,96.0,Male
4660,ABC,Control,1934,1982,48.0,Male
4661,MNO,Control,1920,1977,57.0,Male
4662,JFK,Control,1927,1985,58.0,Male
4663,XYZ,Control,1917,1983,66.0,Male
4664,PTR,Control,1941,1989,48.0,Male
4665,XYZ,Control,1941,1975,34.0,Male
4666,JFK,Control,1934,1995,61.0,Male
4667,ABC,Control,1884,1990,106.0,Male
4668,MNO,Control,1941,1990,49.0,Male
4669,JFK,Control,1931,1980,49.0,Male
4670,JFK,Control,1933,1991,58.0,Male
4671,PTR,Control,1909,1974,65.0,Male
4672,XYZ,Control,1944,1989,45.0,Male
4673,XYZ,Control,1935,1984,49.0,Male
4674,PTR,Control,1885,1994,109.0,Male
4675,MNO,Control,1913,1973,60.0,Male
4676,ABC,Control,1944,1977,33.0,Male
4677,ABC,Control,1877,1982,105.0,Male
4678,MNO,Control,1948,1976,28.0,Male
4679,PTR,Control,1932,1982,50.0,Male
4680,JFK,Control,1929,1980,51.0,Male
4681,XYZ,Control,1901,1978,77.0,Male
4682,JFK,Control,1899,1988,89.0,Male
4683,XYZ,Control,1947,1988,41.0,Male
4684,JFK,Control,1904,1994,90.0,Male
4685,PTR,Control,1938,1989,51.0,Male
4686,PTR,Control,1912,1981,69.0,Male
4687,MNO,Control,1888,1987,99.0,Male
4688,JFK,Control,1871,1983,112.0,Male
4689,JFK,Control,1923,1976,53.0,Male
4690,MNO,Control,1949,1991,42.0,Male
4691,MNO,Control,1910,1989,79.0,Male
4692,PTR,Control,1909,1978,69.0,Male
4693,PTR,Control,1908,1971,63.0,Male
4694,JFK,Control,1921,1989,68.0,Male
4695,PTR,Control,1915,1971,56.0,Male
4696,PTR,Control,1944,1994,50.0,Male
4697,JFK,Control,1920,1973,53.0,Male
4698,MNO,Control,1920,1984,64.0,Male
4699,JFK,Control,1888,1985,97.0,Male
4700,ABC,Control,1950,1974,24.0,Male
4701,JFK,Control,1899,1994,95.0,Male
4702,ABC,Control,1880,1988,108.0,Male
4703,JFK,Control,1931,1988,57.0,Male
4704,ABC,Control,1926,1984,58.0,Male
4705,ABC,Control,1913,1992,79.0,Male
4706,JFK,Control,1914,1970,56.0,Male
4707,PTR,Control,1938,1988,50.0,Male
4708,XYZ,Control,1894,1983,89.0,Male
4709,PTR,Control,1940,1986,46.0,Male
4710,ABC,Control,1930,1969,39.0,Male
4711,JFK,Control,1914,1994,80.0,Male
4712,JFK,Control,1917,1987,70.0,Male
4713,JFK,Control,1900,1980,80.0,Male
4714,JFK,Control,1936,1976,40.0,Male
4715,XYZ,Control,1921,1974,53.0,Male
4716,MNO,Control,1906,1980,74.0,Male
4717,ABC,Control,1926,1975,49.0,Male
4718,XYZ,Control,1950,1986,36.0,Male
4719,PTR,Control,1915,1990,75.0,Male
4720,MNO,Control,1946,1982,36.0,Male
4721,MNO,Control,1908,1976,68.0,Male
4722,JFK,Control,1878,1992,114.0,Male
4723,XYZ,Control,1895,1988,93.0,Male
4724,PTR,Control,1914,1990,76.0,Male
4725,JFK,Control,1896,1982,86.0,Male
4726,JFK,Control,1870,1973,103.0,Male
4727,ABC,Control,1946,1977,31.0,Male
4728,MNO,Control,1942,1976,34.0,Male
4729,PTR,Control,1936,1970,34.0,Male
4730,MNO,Control,1891,1984,93.0,Male
4731,XYZ,Control,1886,1981,95.0,Male
4732,ABC,Control,1879,1975,96.0,Male
4733,JFK,Control,1935,1984,49.0,Male
4734,ABC,Control,1947,1975,28.0,Male
4735,JFK,Control,1914,1995,81.0,Male
4736,ABC,Control,1886,1982,96.0,Male
4737,JFK,Control,1921,1982,61.0,Male
4738,MNO,Control,1908,1980,72.0,Male
4739,MNO,Control,1910,1969,59.0,Male
4740,MNO,Control,1928,1969,41.0,Male
4741,MNO,Control,1934,1980,46.0,Male
4742,ABC,Control,1885,1988,103.0,Male
4743,JFK,Control,1875,1989,114.0,Male
4744,MNO,Control,1950,1983,33.0,Male
4745,ABC,Control,1898,1972,74.0,Male
4746,JFK,Control,1878,1975,97.0,Male
4747,ABC,Control,1893,1984,91.0,Male
4748,MNO,Control,1875,1971,96.0,Male
4749,XYZ,Control,1911,1975,64.0,Male
4750,ABC,Control,1939,1992,53.0,Male
4751,MNO,Control,1907,1990,83.0,Male
4752,PTR,Control,1916,1974,58.0,Male
4753,JFK,Control,1932,1984,52.0,Male
4754,MNO,Control,1920,1992,72.0,Male
4755,PTR,Control,1943,1976,33.0,Male
4756,ABC,Control,1943,1991,48.0,Male
4757,ABC,Control,1871,1990,119.0,Male
4758,PTR,Control,1938,1974,36.0,Male
4759,PTR,Control,1917,1978,61.0,Male
4760,JFK,Control,1950,1984,34.0,Male
4761,ABC,Control,1918,1979,61.0,Male
4762,PTR,Control,1950,1981,31.0,Male
4763,XYZ,Control,1936,1974,38.0,Male
4764,XYZ,Control,1899,1992,93.0,Male
4765,PTR,Control,1922,1969,47.0,Male
4766,JFK,Control,1950,1989,39.0,Male
4767,ABC,Control,1943,1987,44.0,Male
4768,XYZ,Control,1883,1980,97.0,Male
4769,PTR,Control,1934,1992,58.0,Male
4770,PTR,Control,1908,1995,87.0,Male
4771,MNO,Control,1871,1974,103.0,Male
4772,PTR,Control,1912,1986,74.0,Male
4773,JFK,Control,1898,1981,83.0,Male
4774,XYZ,Control,1940,1975,35.0,Male
4775,MNO,Control,1907,1991,84.0,Male
4776,XYZ,Control,1941,1981,40.0,Male
4777,XYZ,Control,1870,1989,119.0,Male
4778,JFK,Control,1904,1976,72.0,Male
4779,PTR,Control,1898,1989,91.0,Male
4780,JFK,Control,1898,1985,87.0,Male
4781,PTR,Control,1879,1977,98.0,Male
4782,MNO,Control,1893,1988,95.0,Male
4783,JFK,Control,1924,1981,57.0,Male
4784,JFK,Control,1903,1970,67.0,Male
4785,ABC,Control,1913,1972,59.0,Male
4786,JFK,Control,1910,1993,83.0,Male
4787,ABC,Control,1944,1970,26.0,Male
4788,PTR,Control,1945,1972,27.0,Male
4789,PTR,Control,1919,1986,67.0,Male
4790,PTR,Control,1906,1973,67.0,Male
4791,ABC,Control,1884,1987,103.0,Male
4792,PTR,Control,1948,1978,30.0,Male
4793,XYZ,Control,1878,1986,108.0,Male
4794,JFK,Control,1904,1993,89.0,Male
4795,ABC,Control,1904,1989,85.0,Male
4796,PTR,Control,1906,1978,72.0,Male
4797,XYZ,Control,1891,1973,82.0,Male
4798,JFK,Control,1938,1985,47.0,Male
4799,JFK,Control,1886,1990,104.0,Male
4800,PTR,Control,1929,1981,52.0,Male
4801,XYZ,Control,1886,1991,105.0,Male
4802,ABC,Control,1880,1985,105.0,Male
4803,PTR,Control,1946,1977,31.0,Male
4804,JFK,Control,1893,1992,99.0,Male
4805,JFK,Control,1940,1980,40.0,Male
4806,JFK,Control,1923,1982,59.0,Male
4807,PTR,Control,1881,1982,101.0,Male
4808,MNO,Control,1948,1976,28.0,Male
4809,MNO,Control,1899,1991,92.0,Male
4810,MNO,Control,1943,1973,30.0,Male
4811,XYZ,Control,1891,1987,96.0,Male
4812,PTR,Control,1942,1982,40.0,Male
4813,JFK,Control,1872,1977,105.0,Male
4814,XYZ,Control,1921,1975,54.0,Male
4815,MNO,Control,1937,1995,58.0,Male
4816,ABC,Control,1947,1994,47.0,Male
4817,XYZ,Control,1946,1994,48.0,Male
4818,XYZ,Control,1940,1976,36.0,Male
4819,PTR,Control,1944,1982,38.0,Male
4820,XYZ,Control,1894,1990,96.0,Male
4821,PTR,Control,1902,1982,80.0,Male
4822,ABC,Control,1903,1979,76.0,Male
4823,JFK,Control,1910,1982,72.0,Male
4824,JFK,Control,1912,1989,77.0,Male
4825,MNO,Control,1923,1976,53.0,Male
4826,MNO,Control,1890,1971,81.0,Male
4827,ABC,Control,1933,1991,58.0,Male
4828,JFK,Control,1891,1986,95.0,Male
4829,MNO,Control,1905,1971,66.0,Male
4830,XYZ,Control,1920,1981,61.0,Male
4831,PTR,Control,1939,1980,41.0,Male
4832,MNO,Control,1936,1983,47.0,Male
4833,ABC,Control,1930,1986,56.0,Male
4834,JFK,Control,1890,1973,83.0,Male
4835,ABC,Control,1923,1975,52.0,Male
4836,PTR,Control,1882,1979,97.0,Male
4837,PTR,Control,1910,1994,84.0,Male
4838,ABC,Control,1913,1995,82.0,Male
4839,MNO,Control,1876,1979,103.0,Male
4840,MNO,Control,1901,1995,94.0,Male
4841,JFK,Control,1948,1983,35.0,Male
4842,JFK,Control,1948,1978,30.0,Male
4843,XYZ,Control,1908,1983,75.0,Male
4844,XYZ,Control,1876,1981,105.0,Male
4845,JFK,Control,1892,1982,90.0,Male
4846,XYZ,Control,1912,1985,73.0,Male
4847,ABC,Control,1948,1981,33.0,Male
4848,MNO,Control,1888,1978,90.0,Male
4849,XYZ,Control,1937,1993,56.0,Male
4850,XYZ,Control,1884,1969,85.0,Male
4851,ABC,Control,1949,1969,20.0,Male
4852,PTR,Control,1911,1983,72.0,Male
4853,JFK,Control,1938,1984,46.0,Male
4854,ABC,Control,1907,1980,73.0,Male
4855,PTR,Control,1928,1994,66.0,Male
4856,ABC,Control,1894,1992,98.0,Male
4857,MNO,Control,1889,1974,85.0,Male
4858,ABC,Control,1947,1974,27.0,Male
4859,ABC,Control,1946,1980,34.0,Male
4860,MNO,Control,1944,1993,49.0,Male
4861,JFK,Control,1928,1983,55.0,Male
4862,PTR,Control,1940,1972,32.0,Male
4863,XYZ,Control,1880,1992,112.0,Male
4864,JFK,Control,1907,1972,65.0,Male
4865,ABC,Control,1905,1970,65.0,Male
4866,XYZ,Control,1929,1995,66.0,Male
4867,MNO,Control,1909,1992,83.0,Male
4868,JFK,Control,1889,1980,91.0,Male
4869,PTR,Control,1926,1975,49.0,Male
4870,JFK,Control,1940,1988,48.0,Male
4871,JFK,Control,1911,1977,66.0,Male
4872,XYZ,Control,1887,1977,90.0,Male
4873,MNO,Control,1894,1976,82.0,Male
4874,MNO,Control,1898,1982,84.0,Male
4875,JFK,Control,1904,1969,65.0,Male
4876,MNO,Control,1929,1991,62.0,Male
4877,XYZ,Control,1927,1989,62.0,Male
4878,XYZ,Control,1933,1991,58.0,Male
4879,PTR,Control,1909,1980,71.0,Male
4880,MNO,Control,1941,1993,52.0,Male
4881,PTR,Control,1895,1970,75.0,Male
4882,ABC,Control,1917,1981,64.0,Male
4883,XYZ,Control,1939,1995,56.0,Male
4884,JFK,Control,1892,1972,80.0,Male
4885,XYZ,Control,1885,1988,103.0,Male
4886,ABC,Control,1944,1986,42.0,Male
4887,JFK,Control,1907,1987,80.0,Male
4888,MNO,Control,1932,1984,52.0,Male
4889,MNO,Control,1873,1995,122.0,Male
4890,XYZ,Control,1932,1982,50.0,Male
4891,JFK,Control,1905,1976,71.0,Male
4892,JFK,Control,1878,1980,102.0,Male
4893,PTR,Control,1927,1977,50.0,Male
4894,ABC,Control,1898,1974,76.0,Male
4895,MNO,Control,1911,1994,83.0,Male
4896,XYZ,Control,1881,1986,105.0,Male
4897,JFK,Control,1889,1970,81.0,Male
4898,MNO,Control,1904,1991,87.0,Male
4899,XYZ,Control,1882,1976,94.0,Male
4900,MNO,Control,1946,1992,46.0,Male
4901,XYZ,Control,1870,1982,112.0,Male
4902,MNO,Control,1918,1974,56.0,Male
4903,PTR,Control,1886,1978,92.0,Male
4904,ABC,Control,1904,1976,72.0,Male
4905,MNO,Control,1946,1985,39.0,Male
4906,ABC,Control,1890,1993,103.0,Male
4907,MNO,Control,1949,1980,31.0,Male
4908,JFK,Control,1895,1985,90.0,Male
4909,PTR,Control,1936,1981,45.0,Male
4910,PTR,Control,1923,1987,64.0,Male
4911,ABC,Control,1944,1980,36.0,Male
4912,JFK,Control,1923,1984,61.0,Male
4913,XYZ,Control,1922,1993,71.0,Male
4914,PTR,Control,1894,1995,101.0,Male
4915,JFK,Control,1891,1973,82.0,Male
4916,JFK,Control,1946,1993,47.0,Male
4917,ABC,Control,1906,1984,78.0,Male
4918,JFK,Control,1910,1993,83.0,Male
4919,JFK,Control,1937,1974,37.0,Male
4920,XYZ,Control,1907,1979,72.0,Male
4921,ABC,Control,1948,1985,37.0,Male
4922,ABC,Control,1935,1994,59.0,Male
4923,JFK,Control,1926,1991,65.0,Male
4924,XYZ,Control,1944,1982,38.0,Male
4925,MNO,Control,1877,1974,97.0,Male
4926,PTR,Control,1900,1993,93.0,Male
4927,ABC,Control,1917,1991,74.0,Male
4928,XYZ,Control,1897,1979,82.0,Male
4929,XYZ,Control,1936,1980,44.0,Male
4930,JFK,Control,1946,1981,35.0,Male
4931,PTR,Control,1914,1972,58.0,Male
4932,ABC,Control,1907,1975,68.0,Male
4933,MNO,Control,1948,1970,22.0,Male
4934,JFK,Control,1916,1974,58.0,Male
4935,ABC,Control,1919,1974,55.0,Male
4936,ABC,Control,1908,1986,78.0,Male
4937,XYZ,Control,1946,1988,42.0,Male
4938,PTR,Control,1925,1976,51.0,Male
4939,MNO,Control,1937,1976,39.0,Male
4940,PTR,Control,1940,1976,36.0,Male
4941,XYZ,Control,1907,1976,69.0,Male
4942,MNO,Control,1915,1969,54.0,Male
4943,MNO,Control,1942,1970,28.0,Male
4944,JFK,Control,1909,1980,71.0,Male
4945,MNO,Control,1939,1983,44.0,Male
4946,ABC,Control,1947,1972,25.0,Male
4947,PTR,Control,1928,1993,65.0,Male
4948,PTR,Control,1936,1971,35.0,Male
4949,JFK,Control,1940,1982,42.0,Male
4950,MNO,Control,1942,1990,48.0,Male
4951,XYZ,Control,1912,1991,79.0,Male
4952,ABC,Control,1877,1976,99.0,Male
4953,JFK,Control,1912,1981,69.0,Male
4954,MNO,Control,1931,1991,60.0,Male
4955,XYZ,Control,1916,1987,71.0,Male
4956,MNO,Control,1936,1990,54.0,Male
4957,JFK,Control,1909,1973,64.0,Male
4958,XYZ,Control,1929,1981,52.0,Male
4959,XYZ,Control,1893,1994,101.0,Male
4960,XYZ,Control,1936,1988,52.0,Male
4961,XYZ,Control,1923,1969,46.0,Male
4962,MNO,Control,1895,1984,89.0,Male
4963,XYZ,Control,1903,1991,88.0,Male
4964,MNO,Control,1936,1992,56.0,Male
4965,XYZ,Control,1918,1970,52.0,Male
4966,XYZ,Control,1896,1975,79.0,Male
4967,JFK,Control,1949,1974,25.0,Male
4968,MNO,Control,1934,1973,39.0,Male
4969,MNO,Control,1948,1972,24.0,Male
4970,PTR,Control,1914,1970,56.0,Male
4971,JFK,Control,1918,1978,60.0,Male
4972,MNO,Control,1945,1990,45.0,Male
4973,JFK,Control,1921,1973,52.0,Male
4974,JFK,Control,1934,1986,52.0,Male
4975,JFK,Control,1899,1978,79.0,Male
4976,ABC,Control,1916,1991,75.0,Male
4977,MNO,Control,1886,1990,104.0,Male
4978,JFK,Control,1895,1983,88.0,Male
4979,ABC,Control,1870,1995,125.0,Male
4980,ABC,Control,1875,1977,102.0,Male
4981,XYZ,Control,1949,1979,30.0,Male
4982,XYZ,Control,1899,1994,95.0,Male
4983,MNO,Control,1931,1989,58.0,Male
4984,XYZ,Control,1942,1993,51.0,Male
4985,MNO,Control,1923,1993,70.0,Male
4986,ABC,Control,1890,1985,95.0,Male
4987,ABC,Control,1935,1989,54.0,Male
4988,MNO,Control,1927,1977,50.0,Male
4989,XYZ,Control,1935,1991,56.0,Male
4990,XYZ,Control,1937,1984,47.0,Male
4991,MNO,Control,1949,1974,25.0,Male
4992,PTR,Control,1925,1990,65.0,Male
4993,XYZ,Control,1907,1979,72.0,Male
4994,JFK,Control,1930,1991,61.0,Male
4995,XYZ,Control,1879,1985,106.0,Male
4996,PTR,Control,1945,1972,27.0,Male
4997,ABC,Control,1886,1983,97.0,Male
4998,ABC,Control,1906,1969,63.0,Male
4999,ABC,Control,1940,1990,50.0,Male
5000,XYZ,Control,1926,1988,62.0,Male
5001,ABC,Control,1912,1969,57.0,Male
5002,PTR,Control,1918,1977,59.0,Male
5003,PTR,Control,1942,1980,38.0,Male
5004,XYZ,Control,1907,1972,65.0,Male
5005,JFK,Control,1943,1990,47.0,Male
5006,XYZ,Control,1882,1981,99.0,Male
5007,ABC,Control,1938,1975,37.0,Male
5008,XYZ,Control,1942,1976,34.0,Male
5009,PTR,Control,1893,1981,88.0,Male
5010,XYZ,Control,1914,1979,65.0,Male
5011,XYZ,Control,1891,1977,86.0,Male
5012,JFK,Control,1934,1993,59.0,Male
5013,PTR,Control,1922,1992,70.0,Male
5014,MNO,Control,1929,1984,55.0,Male
5015,MNO,Control,1894,1978,84.0,Male
5016,PTR,Control,1896,1979,83.0,Male
5017,MNO,Control,1876,1980,104.0,Male
5018,ABC,Control,1906,1982,76.0,Male
5019,MNO,Control,1924,1987,63.0,Male
5020,ABC,Control,1943,1980,37.0,Male
5021,PTR,Control,1931,1986,55.0,Male
5022,MNO,Control,1915,1989,74.0,Male
5023,MNO,Control,1948,1985,37.0,Male
5024,ABC,Control,1934,1971,37.0,Male
5025,ABC,Control,1947,1969,22.0,Male
5026,XYZ,Control,1922,1987,65.0,Male
5027,JFK,Control,1900,1972,72.0,Male
5028,MNO,Control,1877,1991,114.0,Male
5029,JFK,Control,1935,1984,49.0,Male
5030,JFK,Control,1886,1980,94.0,Male
5031,MNO,Control,1904,1989,85.0,Male
5032,ABC,Control,1922,1989,67.0,Male
5033,XYZ,Control,1924,1981,57.0,Male
5034,PTR,Control,1927,1985,58.0,Male
5035,MNO,Control,1891,1976,85.0,Male
5036,MNO,Control,1911,1981,70.0,Male
5037,PTR,Control,1928,1988,60.0,Male
5038,JFK,Control,1949,1994,45.0,Male
5039,XYZ,Control,1935,1973,38.0,Male
5040,JFK,Control,1946,1986,40.0,Male
5041,PTR,Control,1937,1983,46.0,Male
5042,PTR,Control,1926,1980,54.0,Male
5043,XYZ,Control,1894,1985,91.0,Male
5044,PTR,Control,1931,1993,62.0,Male
5045,PTR,Control,1928,1983,55.0,Male
5046,XYZ,Control,1927,1970,43.0,Male
5047,MNO,Control,1919,1974,55.0,Male
5048,JFK,Control,1922,1985,63.0,Male
5049,MNO,Control,1907,1984,77.0,Male
5050,MNO,Control,1921,1985,64.0,Male
5051,JFK,Control,1894,1993,99.0,Male
5052,MNO,Control,1940,1988,48.0,Male
5053,XYZ,Control,1893,1977,84.0,Male
5054,JFK,Control,1882,1995,113.0,Male
5055,ABC,Control,1915,1973,58.0,Male
5056,MNO,Control,1930,1991,61.0,Male
5057,PTR,Control,1915,1969,54.0,Male
5058,JFK,Control,1902,1974,72.0,Male
5059,ABC,Control,1924,1992,68.0,Male
5060,PTR,Control,1908,1982,74.0,Male
5061,ABC,Control,1947,1985,38.0,Male
5062,MNO,Control,1946,1993,47.0,Male
5063,PTR,Control,1920,1987,67.0,Male
5064,MNO,Control,1906,1969,63.0,Male
5065,PTR,Control,1935,1969,34.0,Male
5066,JFK,Control,1875,1981,106.0,Male
5067,XYZ,Control,1918,1982,64.0,Male
5068,XYZ,Control,1907,1995,88.0,Male
5069,ABC,Control,1946,1974,28.0,Male
5070,PTR,Control,1871,1995,124.0,Male
5071,MNO,Control,1923,1974,51.0,Male
5072,JFK,Control,1936,1969,33.0,Male
5073,JFK,Control,1919,1982,63.0,Male
5074,JFK,Control,1882,1971,89.0,Male
5075,XYZ,Control,1949,1991,42.0,Male
5076,MNO,Control,1921,1978,57.0,Male
5077,JFK,Control,1928,1987,59.0,Male
5078,JFK,Control,1898,1987,89.0,Male
5079,ABC,Control,1918,1987,69.0,Male
5080,PTR,Control,1914,1991,77.0,Male
5081,PTR,Control,1880,1972,92.0,Male
5082,PTR,Control,1884,1988,104.0,Male
5083,ABC,Control,1941,1987,46.0,Male
5084,XYZ,Control,1898,1978,80.0,Male
5085,ABC,Control,1894,1995,101.0,Male
5086,JFK,Control,1920,1993,73.0,Male
5087,MNO,Control,1937,1970,33.0,Male
5088,JFK,Control,1879,1972,93.0,Male
5089,JFK,Control,1925,1992,67.0,Male
5090,MNO,Control,1886,1974,88.0,Male
5091,PTR,Control,1875,1975,100.0,Male
5092,ABC,Control,1877,1984,107.0,Male
5093,XYZ,Control,1941,1975,34.0,Male
5094,JFK,Control,1886,1986,100.0,Male
5095,JFK,Control,1876,1988,112.0,Male
5096,XYZ,Control,1915,1994,79.0,Male
5097,ABC,Control,1942,1994,52.0,Male
5098,JFK,Control,1900,1990,90.0,Male
5099,XYZ,Control,1914,1987,73.0,Male
5100,JFK,Control,1876,1977,101.0,Male
5101,PTR,Control,1916,1988,72.0,Male
5102,PTR,Control,1925,1978,53.0,Male
5103,JFK,Control,1925,1981,56.0,Male
5104,JFK,Control,1907,1986,79.0,Male
5105,PTR,Control,1905,1984,79.0,Male
5106,JFK,Control,1884,1990,106.0,Male
5107,ABC,Control,1909,1985,76.0,Male
5108,ABC,Control,1883,1990,107.0,Male
5109,MNO,Control,1937,1981,44.0,Male
5110,ABC,Control,1949,1980,31.0,Male
5111,JFK,Control,1949,1978,29.0,Male
5112,JFK,Control,1943,1969,26.0,Male
5113,XYZ,Control,1927,1976,49.0,Male
5114,ABC,Control,1933,1989,56.0,Male
5115,PTR,Control,1903,1990,87.0,Male
5116,PTR,Control,1929,1986,57.0,Male
5117,MNO,Control,1916,1970,54.0,Male
5118,XYZ,Control,1918,1984,66.0,Male
5119,PTR,Control,1937,1980,43.0,Male
5120,MNO,Control,1902,1977,75.0,Male
5121,ABC,Control,1905,1971,66.0,Male
5122,XYZ,Control,1946,1990,44.0,Male
5123,XYZ,Control,1878,1994,116.0,Male
5124,JFK,Control,1919,1989,70.0,Male
5125,ABC,Control,1946,1972,26.0,Male
5126,XYZ,Control,1927,1994,67.0,Male
5127,MNO,Control,1923,1970,47.0,Male
5128,PTR,Control,1899,1976,77.0,Male
5129,ABC,Control,1908,1978,70.0,Male
5130,ABC,Control,1942,1984,42.0,Male
5131,XYZ,Control,1924,1991,67.0,Male
5132,XYZ,Control,1921,1979,58.0,Male
5133,XYZ,Control,1883,1986,103.0,Male
5134,MNO,Control,1872,1990,118.0,Male
5135,JFK,Control,1949,1982,33.0,Male
5136,XYZ,Control,1910,1976,66.0,Male
5137,JFK,Control,1927,1991,64.0,Male
5138,JFK,Control,1881,1983,102.0,Male
5139,ABC,Control,1932,1985,53.0,Male
5140,PTR,Control,1947,1989,42.0,Male
5141,PTR,Control,1925,1986,61.0,Male
5142,MNO,Control,1887,1974,87.0,Male
5143,MNO,Control,1925,1991,66.0,Male
5144,PTR,Control,1937,1982,45.0,Male
5145,PTR,Control,1913,1991,78.0,Male
5146,ABC,Control,1944,1971,27.0,Male
5147,ABC,Control,1930,1975,45.0,Male
5148,PTR,Control,1945,1983,38.0,Male
5149,XYZ,Control,1928,1989,61.0,Male
5150,XYZ,Control,1887,1992,105.0,Male
5151,ABC,Control,1905,1984,79.0,Male
5152,JFK,Control,1895,1984,89.0,Male
5153,PTR,Control,1945,1976,31.0,Male
5154,MNO,Control,1937,1975,38.0,Male
5155,XYZ,Control,1932,1974,42.0,Male
5156,JFK,Control,1904,1970,66.0,Male
5157,XYZ,Control,1893,1990,97.0,Male
5158,JFK,Control,1937,1981,44.0,Male
5159,PTR,Control,1918,1980,62.0,Male
5160,PTR,Control,1897,1983,86.0,Male
5161,PTR,Control,1928,1995,67.0,Male
5162,ABC,Control,1876,1977,101.0,Male
5163,JFK,Control,1906,1970,64.0,Male
5164,MNO,Control,1917,1985,68.0,Male
5165,MNO,Control,1889,1995,106.0,Male
5166,PTR,Control,1950,1973,23.0,Male
5167,MNO,Control,1895,1979,84.0,Male
5168,XYZ,Control,1887,1990,103.0,Male
5169,JFK,Control,1895,1987,92.0,Male
5170,JFK,Control,1937,1992,55.0,Male
5171,JFK,Control,1914,1975,61.0,Male
5172,XYZ,Control,1924,1970,46.0,Male
5173,ABC,Control,1873,1984,111.0,Male
5174,XYZ,Control,1875,1980,105.0,Male
5175,JFK,Control,1916,1991,75.0,Male
5176,JFK,Control,1940,1983,43.0,Male
5177,JFK,Control,1944,1969,25.0,Male
5178,MNO,Control,1882,1993,111.0,Male
5179,ABC,Control,1922,1981,59.0,Male
5180,XYZ,Control,1946,1991,45.0,Male
5181,JFK,Control,1911,1974,63.0,Male
5182,PTR,Control,1941,1981,40.0,Male
5183,ABC,Control,1887,1986,99.0,Male
5184,PTR,Control,1947,1971,24.0,Male
5185,ABC,Control,1936,1969,33.0,Male
5186,JFK,Control,1947,1983,36.0,Male
5187,ABC,Control,1932,1994,62.0,Male
5188,ABC,Control,1909,1981,72.0,Male
5189,JFK,Control,1947,1973,26.0,Male
5190,PTR,Control,1902,1993,91.0,Male
5191,PTR,Control,1907,1981,74.0,Male
5192,MNO,Control,1933,1990,57.0,Male
5193,PTR,Control,1937,1973,36.0,Male
5194,PTR,Control,1947,1987,40.0,Male
5195,ABC,Control,1895,1989,94.0,Male
5196,MNO,Control,1939,1992,53.0,Male
5197,JFK,Control,1936,1986,50.0,Male
5198,JFK,Control,1879,1989,110.0,Male
5199,XYZ,Control,1911,1990,79.0,Male
5200,MNO,Control,1902,1978,76.0,Male
5201,ABC,Control,1904,1992,88.0,Male
5202,XYZ,Control,1950,1976,26.0,Male
5203,XYZ,Control,1929,1983,54.0,Male
5204,JFK,Control,1934,1989,55.0,Male
5205,PTR,Control,1949,1993,44.0,Male
5206,ABC,Control,1910,1988,78.0,Male
5207,MNO,Control,1939,1993,54.0,Male
5208,XYZ,Control,1915,1995,80.0,Male
5209,ABC,Control,1943,1991,48.0,Male
5210,JFK,Control,1892,1990,98.0,Male
5211,XYZ,Control,1948,1972,24.0,Male
5212,XYZ,Control,1896,1970,74.0,Male
5213,JFK,Control,1906,1992,86.0,Male
5214,JFK,Control,1937,1974,37.0,Male
5215,JFK,Control,1912,1971,59.0,Male
5216,ABC,Control,1927,1975,48.0,Male
5217,ABC,Control,1916,1978,62.0,Male
5218,ABC,Control,1936,1991,55.0,Male
5219,PTR,Control,1897,1974,77.0,Male
5220,XYZ,Control,1878,1984,106.0,Male
5221,ABC,Control,1904,1970,66.0,Male
5222,PTR,Control,1918,1992,74.0,Male
5223,XYZ,Control,1891,1985,94.0,Male
5224,ABC,Control,1908,1981,73.0,Male
5225,JFK,Control,1912,1969,57.0,Male
5226,MNO,Control,1878,1974,96.0,Male
5227,ABC,Control,1925,1973,48.0,Male
5228,MNO,Control,1944,1993,49.0,Male
5229,ABC,Control,1889,1981,92.0,Male
5230,JFK,Control,1926,1991,65.0,Male
5231,MNO,Control,1931,1986,55.0,Male
5232,PTR,Control,1914,1980,66.0,Male
5233,JFK,Control,1933,1975,42.0,Male
5234,MNO,Control,1913,1983,70.0,Male
5235,MNO,Control,1920,1971,51.0,Male
5236,JFK,Control,1871,1984,113.0,Male
5237,JFK,Control,1933,1969,36.0,Male
5238,JFK,Control,1931,1995,64.0,Male
5239,XYZ,Control,1875,1984,109.0,Male
5240,PTR,Control,1910,1992,82.0,Male
5241,ABC,Control,1949,1980,31.0,Male
5242,MNO,Control,1914,1987,73.0,Male
5243,ABC,Control,1920,1995,75.0,Male
5244,JFK,Control,1946,1976,30.0,Male
